attempt,try,1
lit,light,1
lip,mouth,1
lip,cheek,1
liz,girl,1
rib-cage,bird,1
offer,refuse,1
permanence,temporary,1
colour,yellow,1
colour,red,1
peaches,pears,1
reverend,priest,1
reverend,gentleman,1
britain,country,1
soccer,rugby,1
dirt,clean,1
dirt,filth,1
budgerigar,tweet,1
budgerigar,bird,1
wise,owl,1
parted,left,1
gallop,canter,1
peak,hour,1
peak,height,1
stalls,theatre,1
gallon,petrol,1
cole,nat king,1
palms,trees,1
sloshed,hit,1
scream,noise,1
inca,gold,1
observation,sight,1
snooty,lord,1
oxo,gravy,1
therein,inside,1
tables,chairs,1
all the time,yes,1
yell,scream,1
anthropoid,ape,1
anthropoid,human,1
ate,full,1
ascertain,decide,1
lifetime,years,1
wiper,screen,1
journalism,papers,1
journalism,magazine,1
lakes,district,1
2,three,1
warmth,fire,1
coniferous,fir,1
coniferous,trees,1
seatbelt,fasten,1
shorts,trousers,1
glacier,cold,1
accurate,precise,1
jubilation,success,1
anarchist,fool,1
smell,nose,1
card,trick,1
card,playing,1
card,pack,1
care,for,1
coat,hanger,1
starvation,food,1
cleanest,wash,1
squadron,flight,1
both,them,1
citrus,acid,1
citrus,lemon,1
farther,more,1
smoking,jacket,1
chiropody,smell,1
vinegar,acid,1
timer,clock,1
times,magazine,1
pocket,money,1
teeth,brush,1
antiseptic,t.c.p.,1
paddle,wet,1
militant,army,1
solved,solution,1
good for nothing,hopeless,1
bought,shop,1
handling,touching,1
oneself,myself,1
however,why,1
dressing,up,1
rigging,rope,1
solving,finding,1
aquaintance,meet,1
decoration,christmas,1
actual,real,1
yen,long,1
spew,up,1
goes,car,1
goes,away,1
yes,please,1
cough,splutter,1
leeks,vegetable,1
waste,rubbish,1
waste,want,1
suffer,endure,1
politician,man,1
dependent,independent,1
dependent,relative,1
drying,out,1
carry,on,1
fibre,nylon,1
fibre,strand,1
dearie,duckie,1
recollect,think,1
toys,plastic,1
toys,child,1
gnat,midge,1
boxes,eggs,1
boxer,ring,1
boxer,punch,1
soiree,party,1
varnish,brown,1
newton,abbot,1
newton,laws,1
excuse,please,1
kingdom,britain,1
mutton,lamb,1
mutton,meat,1
crumpet,butter,1
crumpet,toasted,1
today,tomorrow,1
easel,chalk,1
organic,material,1
organic,matter,1
field,study,1
plot,gunpowder,1
mores,lesses,1
rub,towel,1
rug,mat,1
did,it,1
did,you,1
hedonism,what,1
dip,sea,1
chrome,metal,1
captive,prison,1
republic,state,1
arise,get up,1
maybe,not,1
inner,tube,1
weld,solder,1
weld,together,1
ire,fire,1
plantation,bananas,1
plantation,cotton,1
dictate,tell,1
blimey,slang,1
blimey,crikey,1
nap,forty,1
handler,dog,1
alter,change,1
bog,down,1
walked,shoes,1
walker,runner,1
cropping,skinhead,1
churn,turn,1
lowest,highest,1
safe,houses,1
predator,hunter,1
discovered,columbus,1
hearing-aid,deaf,1
piano,keys,1
piano,music,1
groovy,music,1
glitters,shines,1
pen,ink,1
respect,admire,1
medieval history,school,1
medieval history,book,1
fly,aeroplane,1
fly,ointment,1
liquor,spirits,1
flash,spark,1
hammock,swing,1
hammock,navy,1
avenue,tree,1
hysteria,crying,1
hart,heart,1
headgear,helmet,1
miss,girl,1
forfeit,loss,1
crate,box,1
ellipse,maths,1
ellipse,eclipse,1
dump,tip,1
route,map,1
bright,star,1
dumb,stupid,1
dumb,mute,1
unfold,reveal,1
penthouse,playboy,1
penthouse,rich,1
penthouse,suite,1
asked,demanded,1
asked,enquired,1
asked,told,1
toad,hall,1
appeared,apparent,1
assist,ant,1
screech,owl,1
transform,change,1
transform,electricity,1
drag,artist,1
drag,on,1
drab,dreary,1
sleeve,dress,1
showing,film,1
squaw,woman,1
untrue,lie,1
constitution,right,1
alike,twins,1
grown-up,adult,1
muslin,gauze,1
layer,thick,1
trials,courts,1
mince,potatoes,1
cats,dogs,1
cats,black,1
growl,bear,1
dolphin,porpoise,1
vegetable,soup,1
strange,unusual,1
strange,weird,1
strange,ways,1
personally,intimately,1
bandit,thief,1
distress,signal,1
village,green,1
oxfam,charity,1
children,young,1
beautiful,girl,1
look,now,1
express,paper,1
delayed,train,1
pace,walking,1
gloves,fingers,1
used,finished,1
label,sticky,1
chose,which,1
breaking,smashing,1
halifax,nova scotia,1
sham,false,1
rugby,team,1
of fact,true,1
ember,glowing,1
caries,what,1
tell,tales,1
vest,pants,1
treasure,chest,1
treasure,island,1
rabbit,hutch,1
while,long,1
while,when,1
kept,left,1
amen,corner,1
amen,end,1
bereavement,sorrow,1
watchman,brazier,1
watchman,fire,1
friend,mate,1
heather,moors,1
hasty,hurry,1
reproduce,multiply,1
reproduce,procreate,1
visual,seeing,1
haste,hurry,1
happen,happening,1
crime,wave,1
achieve,gain,1
vocative,latin,1
my mind,blank,1
fountain,spray,1
novel,story,1
indisposed,engaged,1
clot,cream,1
step,in,1
stew,horrible,1
postal,letter,1
postal,service,1
porcelain,dish,1
drills,holes,1
bellow,roar,1
raid,air,1
raid,bank,1
dike,dam,1
rain,fall,1
other,wise,1
tongues,talk,1
buildings,high,1
slime,water,1
slimy,greasy,1
forty,old,1
micro,phone,1
forth,bridge,1
steady,sure,1
splendour,palace,1
treble,music,1
treble,bass,1
costly,expensive,1
athletic,run,1
athletic,running,1
brighton,seaside,1
brighton,beach,1
erected,stood,1
erected,statue,1
martial,court,1
attack,retreat,1
attack,fight,1
treatment,ointment,1
pentangle,folk,1
doesn't,she,1
falls,water,1
brought,forward,1
invisible,man,1
backward,slow,1
backward,subnormal,1
collector,bus,1
admission,free,1
admission,price,1
handsom,me,1
shy,timid,1
becoming,getting,1
she,him,1
circuit,electricity,1
circuit,round,1
circuit,theory,1
post,pillar,1
kipper,smell,1
pulse,doctor,1
pulse,heart,1
forgetting,memory,1
grapefruit,juice,1
lambs,chops,1
brine,salty,1
frock,skirt,1
fold,up,1
frequently,often,1
urbane,boring,1
quacks,duck,1
quacks,ducks,1
ballet,shoes,1
beautifully,done,1
decimal,coin,1
curves,figure,1
keg,barrel,1
clerk,desk,1
cellulose,plant,1
key,ring,1
key,hole,1
blues,singer,1
impact,crash,1
impact,bang,1
picture,postcard,1
north,south,1
cauliflower,ear,1
padlock,bike,1
marge,girl,1
target,practise,1
target,bull's eye,1
class,social,1
clasp,bracelet,1
causeway,giants,1
slumber,peace,1
what,when,1
what,ever,1
paint,pot,1
pains,stomach,1
mathematics,hard,1
neigh,horse,1
neigh,no,1
frog,toad,1
exceptionally,good,1
parents,home,1
precise,neat,1
teacup,saucer,1
jolt,bus,1
refused,denied,1
theft,stolen,1
method,experiment,1
setting,scene,1
cotton,shirt,1
cave,sea,1
winter,tale,1
winter,snow,1
depressed,manic,1
gladness,sorrow,1
gladness,happy,1
grain,corn,1
english,speaking,1
canals,mars,1
greatest,best,1
torrent,stream,1
plaintive,sad,1
sapiens,wise,1
triplet,baby,1
residence,halls,1
orator,politician,1
thirst,hungry,1
tingle,tangle,1
annoy,bother,1
induction,current,1
example,set,1
tiles,roof,1
goal,post,1
goal,score,1
lion-tamer,brave,1
goat,animal,1
goat,sheep,1
dose,spoon,1
situation,position,1
absent,missing,1
wick,candle,1
away,go,1
caterpillar,fly,1
kerb,road,1
kerb,pavement,1
mucky,pup,1
heater,electric,1
clinic,baby,1
fiscal,procurator,1
fiscal,tax,1
pox,chicken,1
pox,spots,1
quilt,blanket,1
yawn,gape,1
yawn,tired,1
destroying,killing,1
text book,expensive,1
knock,out,1
surprise,joy,1
private,mine,1
famished,starving,1
cuff,hit,1
sprinted,ran,1
sprinted,race,1
predicament,problem,1
thrush,song,1
forlorn,hope,1
forlorn,sad,1
bias,bowl,1
leaky,wet,1
braces,trousers,1
thinner,paint,1
ales,drink,1
future,life,1
ox,yoke,1
breeding,horses,1
breeding,dogs,1
or,and,1
or,alternative,1
squirrel,nut,1
conducted,band,1
conducted,electricity,1
victory,win,1
images,pictures,1
stroll,park,1
credo,creed,1
poll,booth,1
poll,deed,1
acknowledged,letter,1
acknowledged,replied,1
typist,female,1
shame,disgrace,1
confectionery,shop,1
distaste,bad,1
students,work,1
nought,one,1
depths,sea,1
neon lights,city,1
neon lights,piccadilly,1
cruise,liner,1
cruise,yacht,1
casualty,accident,1
casualty,blood,1
windows,open,1
seekers,music,1
rink,ice,1
alabama,state,1
tire,car,1
solicitor,man,1
solicitor,lawyer,1
practice,time,1
woolly,soft,1
ache,tooth,1
ville,house,1
hire,car,1
census,population,1
rabbits,warren,1
men,women,1
met,person,1
cozy,fireside,1
operation,surgeon,1
toenails,scissors,1
status,class,1
sussex,essex,1
violins,orchestra,1
glove,hand,1
woven,fabric,1
woven,tapestry,1
shrine,holy,1
blast,smoke,1
blast,bang,1
super,sonic,1
stork,margarine,1
pariah,nothing,1
packed,close,1
packed,tight,1
20th,21st,1
20th,century,1
decorative,pretty,1
drop-out,student,1
banks,river,1
clothes,money,1
premium,payment,1
premium,bond,1
attic,loft,1
only,once,1
only,lonely,1
muscle,strength,1
muscle,tendon,1
wogs,coons,1
wogs,coloureds,1
select,choose,1
bathroom,bath,1
bathroom,soap,1
migraine,headache,1
location,spot,1
clergy,minister,1
responsible,me,1
responsible,mature,1
nibble,mouse,1
ambulance,van,1
technology,machine,1
breadth,width,1
career,girl,1
newsagent,paper,1
roofs,slate,1
tablets,pills,1
gambol,money,1
gambol,frolic,1
raise,fall,1
crypt,church,1
saturn,space,1
painful,pain,1
longitudinal,vertical,1
patient,illness,1
patient,hospital,1
drugs,needle,1
heard,hear,1
heard,sound,1
embassy,coupons,1
gorgeous,girl,1
bond,james,1
solid,state,1
solid,fuel,1
regard,think,1
demonstrations,student,1
matelot,sailor,1
protein,nourishment,1
decent,respectable,1
picturesque,village,1
lines,dots,1
forms,shapes,1
linen,cupboard,1
linen,flax,1
despair,sadness,1
atlas,maps,1
shave,razor,1
gibbon,stanley,1
slug,worm,1
morrow,morn,1
farmer,cow,1
leather,goods,1
scrap,iron,1
stocky,plump,1
stocky,short,1
crap,shit,1
oxygen,breath,1
oxygen,life,1
alienate,friends,1
bugs,fleas,1
crag,climbing,1
crag,hill,1
taxi,car,1
noah,ark,1
enzymes,biology,1
crossword,times,1
crossword,newspaper,1
profound,thought,1
where,why,1
daffodils,yellow,1
futile,silly,1
percentage,marks,1
shed,water,1
burden,load,1
stock,cattle,1
studying,work,1
vim,bleach,1
patients,doctors,1
eunuch,sexless,1
scale,ladder,1
fur,fox,1
business,work,1
business,world,1
black eye,blue,1
black eye,thump,1
stay,home,1
stay,here,1
fun,laughter,1
minerals,coal,1
minerals,rocks,1
blind,eyes,1
blind,eye,1
blind,man,1
shilling,penny,1
pendant,charm,1
washington,george,1
washington,d.c.,1
dismissed,out,1
anxious,mother,1
figs,leaf,1
figs,fruit,1
spawn,tadpole,1
panorama,television,1
procure,buy,1
perspex,clear,1
ills,sickness,1
brown,colour,1
crawling,creeping,1
arrange,sort,1
arrange,set,1
affairs,sex,1
hero,heroine,1
omelette,mushroom,1
here,now,1
brandy,wine,1
brandy,drink,1
saliva,dog,1
horrible,ugh,1
lectures,lessons,1
mushroom,bomb,1
bin,litter,1
comics,funny,1
fifth,avenue,1
sly,stone,1
intentions,good,1
grateful,thankful,1
fleet,ship,1
hold,on,1
consume,food,1
mating,birds,1
wand,wave,1
fairy,story,1
absorption,soak,1
announce,say,1
slabs,concrete,1
fleece,sheep,1
kit,gear,1
kin,next,1
kin,kind,1
shrill,loud,1
shrill,high,1
don't know,what,1
kid,glove,1
bastard,man,1
daisy,grass,1
shopping centre,town,1
claws,tiger,1
nine,cats,1
wheels,cars,1
absurdity,ridiculous,1
absurdity,mad,1
landscape,scenery,1
faces,small,1
potato,pie,1
positive,red,1
you are,me,1
you are,not,1
contours,shape,1
tract,duct,1
staff,lecturers,1
staff,club,1
bingo,money,1
distinction,honour,1
unimportant,trivial,1
carpet,cleaner,1
carpet,sweeper,1
cherry,red,1
cherry,pie,1
drown,straw,1
drown,sea,1
damn,fool,1
perishers,comic,1
spherical,globe,1
nimble,quick,1
repellent,obnoxious,1
stuffed,animal,1
stuffed,shirt,1
cactus,prickle,1
luck,bad,1
breathtaking,view,1
belief,god,1
wasp,bee,1
urgent,pressing,1
urgent,quick,1
douse,soak,1
stroganoff,what,1
secretary,typing,1
secretary,boss,1
try,attempt,1
spine,cord,1
spine,backbone,1
inspector,bus,1
always,never,1
loud,bang,1
deal,out,1
dead,beat,1
soot,dirt,1
dear,darling,1
apes,man,1
apex,stem,1
apex,height,1
apex,point,1
masters,teachers,1
pick-up,record-player,1
sssh,you know who,1
arrow,point,1
arrow,dart,1
navy,ships,1
writing,paper,1
indignation,annoyed,1
chart,map,1
yesterday,never,1
judge,justice,1
baron,earl,1
down,hill,1
soldier,army,1
center,forward,1
heaving,sigh,1
fraud,steal,1
fraud,cheat,1
rolls,car,1
fierce,animal,1
instead,alternative,1
barren,desert,1
barren,wastes,1
barrel,organ,1
slate,house,1
slate,roof,1
smut,black,1
stop,start,1
broken,cracked,1
broken,leg,1
alas,woe,1
star,light,1
star,sun,1
fools,idiots,1
edition,last,1
topper,comic,1
hasn't,never,1
mine,his,1
waking,up,1
waking,morning,1
later,time,1
mint,royal,1
corns,toes,1
skinny,twiggy,1
compulsion,urge,1
excessive,much,1
excessive,fat,1
dam,busters,1
pets,food,1
day,dream,1
flake,corn,1
scratch,blood,1
ooh,ah,1
ago,time,1
bottles,milk,1
bottles,glass,1
bottles,wine,1
unrest,trouble,1
traffic light,signal,1
tiny,tim,1
tiny,large,1
ting,bell,1
strip,undress,1
sick,well,1
glade,trees,1
map,world,1
mat,carpet,1
may,june,1
hive,honey,1
mal,practice,1
faith,religion,1
normal,person,1
eve,night,1
volume,capacity,1
cousin,nephew,1
cousin,friend,1
humanism,religion,1
humanism,atheism,1
behaviour,conduct,1
camera,photo,1
paris,rome,1
calculate,arithmetic,1
relations,family,1
more sex,less sex,1
umbrella,gamp,1
tissue,paper,1
tissue,culture,1
distrust,fear,1
plain,flour,1
bruise,fall,1
bruise,pain,1
bruise,knee,1
jump,leap,1
even,so,1
clutch,car,1
boiling,water,1
boiling,hot,1
narrate,speak,1
amazement,astonishment,1
ore,iron,1
ever,so,1
fare,cost,1
fare,money,1
fare,food,1
burial,coffin,1
glee,club,1
wrap,round,1
wrap,cover,1
fever,hot,1
reaches,grabs,1
blades,shave,1
pebbles,beach,1
radish,sauce,1
profile,figure,1
us,you,1
firework,display,1
firework,guy fawkes,1
calm,peace,1
calm,placid,1
calf,thigh,1
calf,muscle,1
ought,should,1
heavy,load,1
commerce,industry,1
condition,reflex,1
zip,dress,1
zip,nylon,1
learning,hard,1
learning,knowledge,1
progress,pilgrims,1
progress,forward,1
visions,dreams,1
comprise,consist,1
occurence,now,1
some,one,1
smoker,non,1
chaps,fellows,1
reflections,mirrors,1
nausea,sickness,1
begin,with,1
strong,silent,1
welsh,language,1
hall-mark,gold,1
sharp,knife,1
sharp,edge,1
possible,probable,1
possible,likely,1
ambition,money,1
ambition,aim,1
places,travel,1
crackle,noise,1
view,point,1
everybody,everyone,1
swan,song,1
pests,insects,1
mirth,laughter,1
diddle,dum,1
believe,i,1
b,bloody,1
freeze,snow,1
bipolar,lens,1
blend,coffee,1
shit,smell,1
previous,earlier,1
seaman,ship,1
seaman,able,1
next door,but one,1
tub,rub,1
oblong,long,1
tug,ship,1
bridge,kwai,1
bridge,viaduct,1
precarious,risky,1
precarious,tricky,1
unhappy,happy,1
ethereal,spiritual,1
shadow,dark,1
shadow,black,1
keeping,house,1
imprisonment,bars,1
mild,ale,1
mile,distance,1
relation,cousin,1
cerebrum,head,1
mill,wheel,1
milk,drink,1
milk,shake,1
dice,ludo,1
dice,gamble,1
salty,water,1
salty,crisps,1
dentistry,tooth,1
dentistry,teeth,1
engine,car,1
turtle,egg,1
pat,dog,1
paw,cat,1
pay,debt,1
prolong,lengthen,1
houses,flats,1
pal,mate,1
pal,meat,1
pan,frying,1
broke,stony,1
sauce,meat,1
parallel,straight,1
panda,crossing,1
tummy,button,1
sneeze,cold,1
stingy,tight,1
identical,twins,1
author,write,1
governors,body,1
bus,red,1
immigrant,coon,1
till,cash,1
till,plough,1
scout,boy,1
bun,fight,1
bug,rug,1
bud,nip,1
as before,again,1
touched,hand,1
lodge,hunting,1
riot,mob,1
button,shirt,1
acne,cream,1
alone,together,1
mob,riot,1
mob,angry,1
leagues,football,1
leagues,seven,1
daughter,son,1
mentality,poor,1
wage,earn,1
wage,pay,1
freight,ship,1
bags,women,1
bags,shopping,1
major,colonel,1
honest,truthful,1
officials,red tape,1
temperament,fiery,1
splurge,water,1
fume,smell,1
reality,now,1
scuff,dirt,1
platform,ticket,1
mode,fashion,1
mode,life,1
another,girl,1
spoilt,ruined,1
spoilt,brat,1
coroner,heart,1
knocker,brass,1
coronet,gold,1
coronet,heart,1
sermon,vicar,1
vigour,youth,1
trust,love,1
scooters,helmets,1
idol,race,1
fate,destiny,1
doll,house,1
bride,groom,1
cans,tin,1
flower,pot,1
keen,knife,1
lightship,sea,1
castle,rock,1
massive,big,1
fresher,first,1
umbilical,birth,1
sprout,brussels,1
mousse,cream,1
elms,trees,1
heaven,angels,1
heaven,earth,1
graveyard,death,1
graveyard,grave,1
heaved,sick,1
begging,bowl,1
begging,tramp,1
begging,asking,1
terribly,awful,1
regulation,law,1
thing,being,1
fireplace,warmth,1
deer,antler,1
deep,sea,1
ostrich,sand,1
ostrich,egg,1
frenzy,excitement,1
deed,poll,1
deed,will,1
fertility,pill,1
hourly,lecture,1
elizabeth,second,1
potatoes,food,1
leaking,sieve,1
harbour,ships,1
weather,wet,1
weather,fine,1
lick,lips,1
menthol,vapour,1
menthol,smell,1
lice,mice,1
hush,puppies,1
president,union,1
heavens,clouds,1
number,seven,1
shooter,trouble,1
squalls,baby,1
often,many,1
gifts,present,1
robin,bird,1
metal,iron,1
metal,wood,1
value,less,1
soften,melt,1
shod,ill,1
rifles,shot,1
decade,time,1
pound,flesh,1
pound,shilling,1
west,riding,1
brawn,pork,1
spite,anger,1
spite,hate,1
shepherds,flock,1
leash,whip,1
caramel,sugar,1
feeling,groovy,1
feeling,love,1
lease,rent,1
lease,lend,1
street,light,1
awake,yawn,1
pussy,cat,1
pussy,galore,1
wild,untamed,1
evolution,evolve,1
vain,conceited,1
civil,service,1
civil,liberty,1
chick,chicken,1
health centre,doctors,1
worlds,earth,1
tyre,sidon,1
creeper,ivy,1
creeper,plant,1
tadpole,frog,1
dreaming,night,1
egotist,big-head,1
rife,prevalent,1
holster,shoulder,1
ironing,washing,1
meals,time,1
incest,sister,1
swinging,london,1
sari,india,1
sari,indian,1
sitting,duck,1
poet,poem,1
prosperous,fat,1
spectacles,lenses,1
erg,physics,1
wales,ireland,1
torture,agony,1
cater,for,1
ditch,trench,1
could,would,1
could,you,1
cancer,growth,1
apartheid,blacks,1
upright,vertical,1
upright,stiff,1
dustman,hat,1
childbirth,natural,1
flier,air,1
flier,aircraft,1
enjoyment,life,1
coffin,death,1
coffin,dead,1
struck,dumb,1
aweful,god,1
motors,car,1
motors,engines,1
spent,time,1
spend,money,1
bicycle,chain,1
bowel,toilet,1
excursion,journey,1
restore,replace,1
crazy,nuts,1
doves,pigeons,1
porpoise,animal,1
train,coach,1
either,or,1
rigour,strength,1
rigour,exercise,1
offend,upset,1
beggar,thief,1
rhino,rhinoceros,1
rhino,hippo,1
fidget,uncomfortable,1
dong,bell,1
bribe,corrupt,1
cracks,holes,1
minimum,little,1
chastity,pure,1
rightful,owner,1
reunion,joy,1
protestant,faith,1
mosquito,fly,1
smoke,screen,1
smoke,fag,1
piles,money,1
enjoy,happy,1
enjoy,sex,1
tune,song,1
rocky,mountain,1
germany,war,1
revolution,beatles,1
maiden,head,1
maiden,girl,1
submarine,boat,1
dawn,dew,1
particle,molecule,1
solar,space,1
solar,moon,1
bother,worry,1
gown,black,1
warder,gaol,1
vertigo,green,1
warden,hall,1
basin,river,1
seeking,find,1
question,answer,1
dehydrated,milk,1
compass,needle,1
original,sin,1
liar,billy,1
height,six,1
height,feet,1
after,thought,1
bureau,office,1
belly,ache,1
faithful,good,1
tempo,beat,1
level,flat,1
posts,bed,1
dogfish,sea,1
town,london,1
all right,okay,1
properly,well,1
maternity,pregnant,1
feathered,bird,1
feathered,friends,1
spire,steeple,1
roof,red,1
roof,top,1
christianity,jesus,1
christianity,christ,1
semi-detached,house,1
semi-detached,suburban,1
erotica,love,1
root,earth,1
chuck,drill,1
liberty,free,1
wriggle,squirm,1
cards,game,1
united,together,1
thinking,brain,1
confusion,chaos,1
confusion,mind,1
await,expect,1
mantis,animal,1
wink,wank,1
wing,fly,1
schooner,boat,1
cor,anglais,1
cor,what,1
unequal,equal,1
cot,child,1
cow,milk,1
pew,smell,1
humans,beings,1
ideas,notions,1
ideal,best,1
ideal,good,1
cod,roe,1
pea,shooter,1
commune,talk,1
commune,china,1
conductor,bus,1
flue,ill,1
coexistence,living,1
forestry,trees,1
deviant,sexual,1
shaggy,hairy,1
shaggy,hair,1
owned,possessed,1
owned,belong,1
owned,car,1
seasoning,pepper,1
scraggy,mutton,1
scraggy,neck,1
shortbread,scotland,1
owner,property,1
query,answer,1
virginals,sex,1
type,writer,1
solar system,planets,1
solar system,planet,1
storage,tank,1
storage,food,1
air,ship,1
air,oxygen,1
aim,shoot,1
aid,foreign,1
seagull,fly,1
incognito,disguise,1
cowslips,fields,1
cowslips,flower,1
meat,red,1
means,money,1
trews,jeans,1
broom,handle,1
broom,witch,1
programme,t.v.,1
cheddar,gorge,1
elevator,lift,1
pod,pea,1
presences,absence,1
presences,being,1
